Gene,Non-unique Gene name,Annotation,USDA1021,WSM1022
group_1617,,hypothetical protein,USDA1021_06076,
group_1615,,hypothetical protein,USDA1021_01444,
group_1614,,hypothetical protein,,WSM1022_01501
group_1612,,hypothetical protein,USDA1021_05735,
group_1611,,hypothetical protein,USDA1021_03907,
group_1607,,hypothetical protein,USDA1021_01404,
xecE,xecE,2-(S)-hydroxypropyl-CoM dehydrogenase,USDA1021_04823,
group_1605,,hypothetical protein,USDA1021_04609,
scoB,scoB,putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B,USDA1021_03619,
tmoT_2,tmoT_2,Response regulator protein TmoT,,WSM1022_04809
group_1599,,hypothetical protein,,WSM1022_03959
group_1598,,hypothetical protein,,WSM1022_00067
group_1595,,hypothetical protein,USDA1021_03955,
group_1594,,hypothetical protein,USDA1021_03824,
group_1593,,hypothetical protein,USDA1021_05903,
tmoT_3,tmoT_3,Response regulator protein TmoT,USDA1021_04756,
gph_3,gph_3,Phosphoglycolate phosphatase,USDA1021_03335,
group_1586,,hypothetical protein,,WSM1022_04586
group_1585,,hypothetical protein,,WSM1022_01497
group_1584,,hypothetical protein,,WSM1022_00713
group_1582,,hypothetical protein,USDA1021_04264,
rutR_3,rutR_3,HTH-type transcriptional regulator RutR,,WSM1022_04702
group_1574,,hypothetical protein,USDA1021_02579,
group_1573,,hypothetical protein,USDA1021_02568,
group_1566,gdh_4,Galactitol 2-dehydrogenase,,WSM1022_03125
group_1564,,hypothetical protein,USDA1021_04733,
xerC_7,xerC_7,Tyrosine recombinase XerC,USDA1021_03599,
spaP,spaP,Surface presentation of antigens protein SpaP,,WSM1022_03778
group_1554,,hypothetical protein,,WSM1022_01991
group_1553,,hypothetical protein,,WSM1022_01883
group_1552,,hypothetical protein,,WSM1022_00127
group_1551,,hypothetical protein,USDA1021_06115,
group_1550,,hypothetical protein,USDA1021_05887,
group_1547,,hypothetical protein,USDA1021_04053,
ycaC_2,ycaC_2,putative hydrolase YcaC,USDA1021_04037,
yecS_5,yecS_5,L-cystine transport system permease protein YecS,USDA1021_03888,
group_1546,,hypothetical protein,USDA1021_03509,
group_1544,,hypothetical protein,USDA1021_02596,
group_1542,,IS256 family transposase ISRm5,,WSM1022_04558
group_1541,,hypothetical protein,,WSM1022_03905
group_1540,,hypothetical protein,,WSM1022_01508
yecS_1,yecS_1,L-cystine transport system permease protein YecS,USDA1021_03616,
group_1539,,hypothetical protein,USDA1021_03563,
group_1535,,hypothetical protein,USDA1021_04058,
yecS_3,yecS_3,L-cystine transport system permease protein YecS,USDA1021_03826,
group_1534,,hypothetical protein,USDA1021_03763,
group_1532,,hypothetical protein,,WSM1022_06289
kpsT,kpsT,Polysialic acid transport ATP-binding protein KpsT,,WSM1022_06283
group_1531,ompR_2,Transcriptional regulatory protein OmpR,,WSM1022_03871
nicS_2,nicS_2,HTH-type transcriptional repressor NicS,USDA1021_04399,
group_1526,,hypothetical protein,,WSM1022_04828
group_1525,,hypothetical protein,,WSM1022_01885
group_1524,,hypothetical protein,USDA1021_03927,
group_1520,,hypothetical protein,,WSM1022_01888
napC_2,napC_2,Cytochrome c-type protein NapC,USDA1021_04728,
group_1513,,hypothetical protein,,WSM1022_03759
group_1509,,IS5 family transposase ISNisp7,USDA1021_04184,
yecS_6,yecS_6,L-cystine transport system permease protein YecS,USDA1021_03975,
gltK,gltK,Glutamate/aspartate import permease protein GltK,USDA1021_03974,
yecS_4,yecS_4,L-cystine transport system permease protein YecS,USDA1021_03887,
dauR_2,dauR_2,Transcriptional regulator DauR,USDA1021_03822,
group_1508,,hypothetical protein,USDA1021_03528,
IMPDH_2,IMPDH_2,Inosine-5'-monophosphate dehydrogenase,USDA1021_04772,
group_1502,,hypothetical protein,USDA1021_03732,
group_1501,,hypothetical protein,,WSM1022_02682
group_1499,,hypothetical protein,USDA1021_04307,
group_1498,,hypothetical protein,USDA1021_03610,
group_1495,ligK,4-carboxy-4-hydroxy-2-oxoadipate aldolase,USDA1021_00610,
group_1494,,hypothetical protein,USDA1021_00304,
COQ3_3,COQ3_3,Ubiquinone biosynthesis O-methyltransferase mitochondrial,,WSM1022_06291
group_1493,,hypothetical protein,,WSM1022_04325
group_1492,,IS66 family transposase ISRle3,USDA1021_06711,
yxeN_2,yxeN_2,putative amino-acid permease protein YxeN,USDA1021_03617,
group_1488,,hypothetical protein,,WSM1022_03773
group_1487,,hypothetical protein,USDA1021_02615,
group_1486,,hypothetical protein,USDA1021_02565,
group_1485,,hypothetical protein,USDA1021_01660,
group_1484,,hypothetical protein,USDA1021_01651,
pcaJ,pcaJ,3-oxoadipate CoA-transferase subunit B,,WSM1022_04787
virB5_1,virB5_1,Protein virB5,,WSM1022_03865
group_1483,,hypothetical protein,USDA1021_06718,
group_1481,,Tropinesterase,USDA1021_03925,
group_1480,occM,Octopine transport system permease protein OccM,USDA1021_03819,
group_1478,,hypothetical protein,,WSM1022_04333
yecS_2,yecS_2,L-cystine transport system permease protein YecS,USDA1021_03825,
group_1474,,hypothetical protein,,WSM1022_01988
group_1472,,hypothetical protein,USDA1021_05033,
ycaC_1,ycaC_1,putative hydrolase YcaC,USDA1021_03780,
group_1471,,hypothetical protein,USDA1021_03767,
group_1470,,hypothetical protein,USDA1021_03713,
mcbR_5,mcbR_5,HTH-type transcriptional regulator McbR,,WSM1022_04423
group_1467,,hypothetical protein,,WSM1022_03791
group_1466,,hypothetical protein,,WSM1022_01507
group_1465,,hypothetical protein,,WSM1022_01502
group_1464,,hypothetical protein,USDA1021_03480,
group_1463,,putative flavin reductase,USDA1021_03460,
occM,occM,Octopine transport system permease protein OccM,,WSM1022_04566
group_1459,glxR_2,CRP-like cAMP-activated global transcriptional regulator,,WSM1022_04354
COQ3_2,COQ3_2,Ubiquinone biosynthesis O-methyltransferase mitochondrial,,WSM1022_04116
group_1458,,hypothetical protein,USDA1021_06096,
group_1456,,hypothetical protein,USDA1021_03569,
group_1455,virB8_1,Type IV secretion system protein virB8,USDA1021_03434,
group_1454,,hypothetical protein,USDA1021_01647,
fabG_8,fabG_8,3-oxoacyl-[acyl-carrier-protein] reductase FabG,USDA1021_03978,
hisQ_3,hisQ_3,Histidine transport system permease protein HisQ,USDA1021_03820,
scoA,scoA,putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A,USDA1021_03618,
group_1452,,hypothetical protein,USDA1021_03423,
group_1446,,hypothetical protein,,WSM1022_04042
group_1445,,hypothetical protein,USDA1021_04251,
group_1444,,hypothetical protein,USDA1021_03431,
group_1442,,hypothetical protein,USDA1021_01375,
group_1439,,Tropinesterase,,WSM1022_04682
group_1437,,hypothetical protein,USDA1021_04738,
traR,traR,Transcriptional activator protein TraR,USDA1021_04543,
pcaI,pcaI,3-oxoadipate CoA-transferase subunit A,,WSM1022_04788
group_1433,,hypothetical protein,,WSM1022_03861
group_1426,,hypothetical protein,,WSM1022_04763
yurK_1,yurK_1,putative HTH-type transcriptional regulator YurK,,WSM1022_04733
group_1425,,hypothetical protein,USDA1021_06103,
group_1424,,IS1595 family transposase ISRm32,USDA1021_04857,
occQ,occQ,Octopine transport system permease protein OccQ,,WSM1022_04565
virB8_1,virB8_1,Protein virB8,,WSM1022_03867
radA_1,radA_1,DNA repair protein RadA,,WSM1022_00223
group_1419,,Formylglycine-generating enzyme,USDA1021_04821,
group_1418,,hypothetical protein,USDA1021_03447,
group_1415,,hypothetical protein,USDA1021_04749,
group_1409,,hypothetical protein,USDA1021_04286,
group_1408,,hypothetical protein,USDA1021_04130,
group_1407,,hypothetical protein,USDA1021_03971,
group_1405,,IS3 family transposase ISRm1,USDA1021_01666,
phoB_3,phoB_3,Phosphate regulon transcriptional regulatory protein PhoB,,WSM1022_04419
group_1403,,hypothetical protein,USDA1021_02555,
group_1402,,hypothetical protein,USDA1021_01669,
group_1401,glpR_4,Glycerol-3-phosphate regulon repressor,,WSM1022_04597
ydfG,ydfG,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,,WSM1022_02785
group_1399,,putative oxidoreductase,USDA1021_04033,
group_1398,,hypothetical protein,USDA1021_03984,
group_1397,,hypothetical protein,USDA1021_03457,
group_1391,,hypothetical protein,USDA1021_04140,
cypM,cypM,Cypemycin N-terminal methyltransferase,USDA1021_03727,
group_1390,,hypothetical protein,USDA1021_03506,
group_1388,,hypothetical protein,,WSM1022_06194
calB,calB,Coniferyl aldehyde dehydrogenase,,WSM1022_04089
group_1385,,hypothetical protein,USDA1021_05902,
group_1384,,hypothetical protein,USDA1021_04549,
glnQ_4,glnQ_4,Glutamine transport ATP-binding protein GlnQ,USDA1021_03828,
group_1380,,hypothetical protein,USDA1021_00950,
group_1379,,hypothetical protein,USDA1021_00276,
group_1376,,hypothetical protein,USDA1021_03716,
group_1374,,hypothetical protein,USDA1021_01383,
galB,galB,4-oxalmesaconate hydratase,USDA1021_00611,
pcaR_1,pcaR_1,Pca regulon regulatory protein,,WSM1022_04789
group_1372,,hypothetical protein,,WSM1022_04070
group_1371,,hypothetical protein,,WSM1022_01538
group_1370,,hypothetical protein,USDA1021_06786,
group_1369,,hypothetical protein,USDA1021_03902,
group_1367,,hypothetical protein,USDA1021_01387,
pcaH_1,pcaH_1,Protocatechuate 34-dioxygenase beta chain,,WSM1022_04793
ligK,ligK,4-carboxy-4-hydroxy-2-oxoadipate aldolase,,WSM1022_04771
group_1354,,hypothetical protein,,WSM1022_06215
group_1353,,hypothetical protein,,WSM1022_04569
group_1352,,hypothetical protein,,WSM1022_03797
group_1350,,putative oxidoreductase,USDA1021_03985,
lutR_3,lutR_3,HTH-type transcriptional regulator LutR,USDA1021_03884,
group_1348,,hypothetical protein,USDA1021_02578,
group_1346,,hypothetical protein,USDA1021_01635,
phoB_2,phoB_2,Phosphate regulon transcriptional regulatory protein PhoB,,WSM1022_04416
group_1343,,hypothetical protein,,WSM1022_01987
group_1342,,hypothetical protein,,WSM1022_01967
cah_2,cah_2,Carbonic anhydrase,USDA1021_05006,
glnQ_3,glnQ_3,Glutamine transport ATP-binding protein GlnQ,USDA1021_03818,
group_1339,,putative oxidoreductase,USDA1021_03745,
group_1337,,hypothetical protein,,WSM1022_04802
group_1336,,hypothetical protein,,WSM1022_04095
yjjV,yjjV,putative metal-dependent hydrolase YjjV,USDA1021_06090,
bacC_2,bacC_2,Dihydroanticapsin 7-dehydrogenase,USDA1021_03982,
fabG_9,fabG_9,3-oxoacyl-[acyl-carrier-protein] reductase FabG,USDA1021_03981,
group_1331,,IS6 family transposase ISRle7,USDA1021_03513,
group_1329,,hypothetical protein,USDA1021_01425,
group_1327,fabG_6,3-oxoacyl-[acyl-carrier-protein] reductase FabG,,WSM1022_03123
glnQ_5,glnQ_5,Glutamine transport ATP-binding protein GlnQ,USDA1021_03886,
gno_1,gno_1,Gluconate 5-dehydrogenase,USDA1021_03831,
fliY_1,fliY_1,L-cystine-binding protein FliY,USDA1021_00809,
group_1324,,hypothetical protein,,WSM1022_01506
group_1319,fabG_15,3-oxoacyl-[acyl-carrier-protein] reductase FabG,,WSM1022_04784
group_1318,,hypothetical protein,,WSM1022_04705
group_1317,,hypothetical protein,,WSM1022_01858
group_1316,,hypothetical protein,,WSM1022_01534
group_1315,,hypothetical protein,USDA1021_06699,
leuC_2,leuC_2,3-isopropylmalate dehydratase large subunit,USDA1021_03700,
malT_2,malT_2,HTH-type transcriptional regulator MalT,USDA1021_03510,
group_1310,,hypothetical protein,USDA1021_02609,
group_1309,,hypothetical protein,,WSM1022_04592
group_1308,,hypothetical protein,,WSM1022_01975
kpsM,kpsM,Polysialic acid transport protein KpsM,USDA1021_06703,
group_1306,,hypothetical protein,USDA1021_03983,
group_1304,,hypothetical protein,USDA1021_01417,
kpsM_1,kpsM_1,Polysialic acid transport protein KpsM,,WSM1022_06282
rfbF_2,rfbF_2,Glucose-1-phosphate cytidylyltransferase,,WSM1022_06212
crt_3,crt_3,Short-chain-enoyl-CoA hydratase,,WSM1022_03626
group_1300,,hypothetical protein,USDA1021_06118,
group_1298,,Crotonyl-CoA hydratase,USDA1021_04411,
group_1296,artM_2,Arginine transport ATP-binding protein ArtM,USDA1021_03973,
fabG2_1,fabG2_1,putative oxidoreductase,USDA1021_03750,
lvr,lvr,Levodione reductase,USDA1021_03754,
kpsM_2,kpsM_2,Polysialic acid transport protein KpsM,,WSM1022_06293
group_1288,,hypothetical protein,,WSM1022_06222
golD_3,golD_3,NAD-dependent glycerol dehydrogenase,,WSM1022_04773
fabG_13,fabG_13,3-oxoacyl-[acyl-carrier-protein] reductase FabG,,WSM1022_04420
group_1287,,hypothetical protein,,WSM1022_01969
group_1286,,hypothetical protein,,WSM1022_01966
hisN_2,hisN_2,Histidinol-phosphatase,USDA1021_03815,
ycdF_1,ycdF_1,Glucose 1-dehydrogenase 2,USDA1021_03752,
group_1282,,hypothetical protein,USDA1021_03507,
group_1280,,hypothetical protein,USDA1021_01412,
group_1279,,hypothetical protein,USDA1021_00277,
gno_2,gno_2,Gluconate 5-dehydrogenase,USDA1021_04415,
group_1276,,hypothetical protein,USDA1021_04040,
group_1275,,hypothetical protein,USDA1021_03918,
group_1274,,hypothetical protein,USDA1021_03712,
group_1272,,hypothetical protein,USDA1021_00254,
group_1271,,hypothetical protein,,WSM1022_04594
argT_2,argT_2,Lysine/arginine/ornithine-binding periplasmic protein,USDA1021_03615,
group_1267,,hypothetical protein,USDA1021_06686,
group_1261,,IS256 family transposase ISPebe1,,WSM1022_04539
group_1260,,hypothetical protein,,WSM1022_00698
group_1259,,hypothetical protein,USDA1021_06689,
argT_3,argT_3,Lysine/arginine/ornithine-binding periplasmic protein,USDA1021_03627,
group_1253,,hypothetical protein,,WSM1022_06280
group_1252,,hypothetical protein,,WSM1022_04818
group_1251,,hypothetical protein,,WSM1022_04815
group_1250,,hypothetical protein,,WSM1022_04796
artM_2,artM_2,Arginine transport ATP-binding protein ArtM,,WSM1022_04735
group_1249,,hypothetical protein,,WSM1022_04557
group_1248,,hypothetical protein,,WSM1022_03780
group_1247,,IS630 family transposase ISBj5,,WSM1022_01524
fliY_3,fliY_3,L-cystine-binding protein FliY,USDA1021_03827,
group_1242,,hypothetical protein,,WSM1022_06231
pldht,pldh-t,Pyridoxal 4-dehydrogenase,,WSM1022_03623
group_1237,,hypothetical protein,USDA1021_02577,
group_1236,,hypothetical protein,USDA1021_01636,
catD_1,catD_1,3-oxoadipate enol-lactonase 2,,WSM1022_04791
fpuD,fpuD,Petrobactin import ATP-binding protein FpuD,,WSM1022_04043
frcA_6,frcA_6,Fructose import ATP-binding protein FrcA,,WSM1022_04037
group_1231,,hypothetical protein,USDA1021_04546,
group_1230,,hypothetical protein,USDA1021_04034,
group_1229,,hypothetical protein,USDA1021_03941,
group_1228,,hypothetical protein,,WSM1022_06353
panB_2,panB_2,3-methyl-2-oxobutanoate hydroxymethyltransferase,,WSM1022_06294
group_1227,,hypothetical protein,,WSM1022_04798
group_1226,,hypothetical protein,,WSM1022_04776
group_1225,occP_2,Octopine permease ATP-binding protein P,,WSM1022_04567
group_1224,,hypothetical protein,,WSM1022_03772
group_1223,,hypothetical protein,,WSM1022_01971
group_1222,,hypothetical protein,USDA1021_06088,
group_1220,,hypothetical protein,USDA1021_03935,
group_1218,,hypothetical protein,,WSM1022_06193
group_1216,,hypothetical protein,USDA1021_06086,
occP_2,occP_2,Octopine permease ATP-binding protein P,USDA1021_03614,
bdhA_1,bdhA_1,D-beta-hydroxybutyrate dehydrogenase,USDA1021_03611,
group_1213,,IS3 family transposase ISRle5,USDA1021_03495,
group_1209,,hypothetical protein,,WSM1022_04819
nadK_2,nadK_2,NAD kinase,,WSM1022_04578
group_1206,,hypothetical protein,USDA1021_04741,
ku_1,ku_1,Non-homologous end joining protein Ku,USDA1021_03875,
group_1203,,hypothetical protein,,WSM1022_04345
group_1200,,IS30 family transposase ISRle2,USDA1021_03905,
argT_4,argT_4,Lysine/arginine/ornithine-binding periplasmic protein,USDA1021_03821,
group_1199,virB9_1,Type IV secretion system protein virB9,USDA1021_03435,
group_1195,,hypothetical protein,USDA1021_01413,
group_1192,,hypothetical protein,,WSM1022_04772
group_1191,,hypothetical protein,,WSM1022_02790
tll,tll,dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD(+)),,WSM1022_01878
group_1190,cheB_4,Protein-glutamate methylesterase/protein-glutamine glutaminase,USDA1021_06785,
group_1182,,hypothetical protein,,WSM1022_04783
group_1181,,hypothetical protein,,WSM1022_01529
group_1177,,hypothetical protein,,WSM1022_04426
nirQ,nirQ,Denitrification regulatory protein NirQ,,WSM1022_04340
group_1174,,hypothetical protein,USDA1021_06108,
group_1172,,IS21 family transposase ISPpu7,USDA1021_03605,
group_1169,,hypothetical protein,,WSM1022_04795
group_1168,,hypothetical protein,,WSM1022_03806
neo_1,neo_1,Aminoglycoside 3'-phosphotransferase,,WSM1022_02339
dkgB_2,dkgB_2,25-diketo-D-gluconic acid reductase B,USDA1021_04409,
group_1166,,hypothetical protein,USDA1021_01378,
cpo_5,cpo_5,Non-heme chloroperoxidase,USDA1021_04753,
dppC_5,dppC_5,Dipeptide transport system permease protein DppC,USDA1021_04555,
group_1154,,hypothetical protein,,WSM1022_04825
group_1153,,hypothetical protein,,WSM1022_04391
group_1146,,hypothetical protein,USDA1021_05043,
mltF_3,mltF_3,Membrane-bound lytic murein transglycosylase F,USDA1021_03972,
nimR_1,nimR_1,HTH-type transcriptional regulator NimR,USDA1021_03726,
group_1135,,hypothetical protein,,WSM1022_06213
frlC,frlC,Fructoselysine 3-epimerase,,WSM1022_04730
group_1134,,hypothetical protein,,WSM1022_01518
sadH,sadH,Putative oxidoreductase SadH,USDA1021_03749,
group_1131,,hypothetical protein,,WSM1022_01877
group_1126,,hypothetical protein,USDA1021_03835,
group_1125,,hypothetical protein,USDA1021_03741,
group_1122,,hypothetical protein,USDA1021_00358,
group_1120,,hypothetical protein,,WSM1022_04737
group_1119,,hypothetical protein,USDA1021_06716,
glnH_2,glnH_2,ABC transporter glutamine-binding protein GlnH,USDA1021_03889,
group_1116,,IS481 family transposase ISRm20,USDA1021_00458,
occT,occT,Octopine-binding periplasmic protein,,WSM1022_04561
group_1110,,hypothetical protein,,WSM1022_03761
group_1109,,hypothetical protein,,WSM1022_01886
group_1105,,putative oxidoreductase,USDA1021_03765,
group_1101,,hypothetical protein,USDA1021_06647,
group_1098,,hypothetical protein,USDA1021_04417,
glmU_3,glmU_3,Bifunctional protein GlmU,,WSM1022_04591
group_1096,sugB_2,Trehalose transport system permease protein SugB,,WSM1022_02505
group_1095,,hypothetical protein,USDA1021_06101,
group_1092,,hypothetical protein,,WSM1022_02686
group_1091,,hypothetical protein,USDA1021_03851,
