Mt5.0 (r1.7) locus tag,ACRONYM,new locus_tag (r1.7),DESCRIPTION,Publication,ID Mt5.0 (r1.6),ID Mt4.0,ID Mt20120830,Affymetrix probe set,Nimblegen probe
MtrunA17_Chr8g0352061,MtNCR299,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030674,MtrunA17Chr8g0352061,Medtr8g036850,Mt0037_00078,Mtr.28093.1.S1_at,Medtr_v1_049261
MtrunA17_Chr7g0237541,MtNCR300,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030675,MtrunA17Chr7g0237541,Medtr7g058880,Mt0022_10087,Mtr.48203.1.S1_at,Medtr_v1_043616
MtrunA17_Chr3g0083131,MtNCR301,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030676,MtrunA17Chr3g0083131,Medtr3g015940,Mt0017_10476,Mtr.41334.1.S1_at,Medtr_v1_015472
MtrunA17_Chr3g0099831,MtNCR302,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030677,MtrunA17Chr3g0099831,Medtr3g053600,Mt0013_10763,Mtr.42693.1.S1_at,Medtr_v1_073391
MtrunA17_Chr4g0026471,MtNCR303,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030678,MtrunA17Chr4g0026471,Medtr4g053580,Mt0003_00120,Mtr.50789.1.S1_s_at,Medtr_v1_023945
MtrunA17_Chr5g0429361,MtNCR304,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030679,MtrunA17Chr5g0429361,Medtr5g069500,Mt0008_00762,Mtr.27766.1.S1_at,Medtr_v1_034162
MtrunA17_Chr2g0302891,MtNCR305b,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030680,MtrunA17Chr2g0302891,Medtr2g046660,Mt0047_00028,Mtr.30271.1.S1_at,Medtr_v1_075026
MtrunA17_Chr4g0018061,MtNCR306,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030681,MtrunA17Chr4g0018061,Medtr4g033900,Mt0014_00149,Mtr.3244.1.S1_at,Medtr_v1_062608
MtrunA17_Chr5g0423641,MtNCR307,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030682,MtrunA17Chr5g0423641,Medtr5g056735,Mt0008_00245,,Medtr_v1_064197
MtrunA17_Chr4g0011031,MtNCR309,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030683,MtrunA17Chr4g0011031,Medtr4g023900,Mt0014_10545,Mtr.9000.1.S1_at,Medtr_v1_016609
MtrunA17_Chr3g0090191,MtNCR310,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030684,MtrunA17Chr3g0090191,Medtr3g033930,Mt0030_00255,Mtr.31022.1.S1_at,#N/A
MtrunA17_Chr4g0029811,MtNCR312,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030685,MtrunA17Chr4g0029811,Medtr4g060650,Mt0003_10432,Mtr.26230.1.S1_at,Medtr_v1_028827
MtrunA17_Chr4g0029771,MtNCR313b,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030686,MtrunA17Chr4g0029771,#N/A,Mt0003_00432,Mtr.26227.1.S1_at,#N/A
MtrunA17_Chr5g0429381,MtNCR315,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030687,MtrunA17Chr5g0429381,Medtr5g069530,Mt0008_00766,,Medtr_v1_034164
MtrunA17_Chr5g0425861,MtNCR316,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030688,MtrunA17Chr5g0425861,Medtr5g063490,Mt0008_00488,Mtr.27037.1.S1_at,Medtr_v1_033698
MtrunA17_Chr1g0167511,MtNCR317,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030689,MtrunA17Chr1g0167511,Medtr1g042850,Mt0002_11501,,Medtr_v1_059890
MtrunA17_Chr4g0013911,MtNCR318,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030690,MtrunA17Chr4g0013911,Medtr4g031765,Mt0014_00330,Mtr.25412.1.S1_at,Medtr_v1_023299
MtrunA17_Chr4g0013931,MtNCR319,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030691,MtrunA17Chr4g0013931,Medtr4g031520,Mt0014_10295,Mtr.338.1.S1_at,Medtr_v1_023302
MtrunA17_Chr6g0487641,MtNCR320,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030692,MtrunA17Chr6g0487641,Medtr0330s0050,Mt0024_00333,,Medtr_v1_065121
MtrunA17_Chr5g0431781,MtNCR321,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030693,MtrunA17Chr5g0431781,Medtr5g073580,Mt0008_00953,Mtr.18991.1.S1_at,#N/A
MtrunA17_Chr6g0463011,MtNCR322,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030694,MtrunA17Chr6g0463011,Medtr6g034070,Mt0133_00004,,#N/A
MtrunA17_Chr7g0244021,MtNCR325,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030695,MtrunA17Chr7g0244021,Medtr7g071385,Mt0026_00203,,Medtr_v1_044124
MtrunA17_Chr7g0244011,MtNCR326,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030696,MtrunA17Chr7g0244011,Medtr7g071345,Mt0026_00200,,Medtr_v1_044122
MtrunA17_Chr7g0243991,MtNCR327,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030697,MtrunA17Chr7g0243991,#N/A,Mt0026_00198,,Medtr_v1_044118
MtrunA17_Chr6g0487941,MtNCR329,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030698,MtrunA17Chr6g0487941,#N/A,Mt0024_00349,,Medtr_v1_040792
MtrunA17_Chr5g0446351,MtNCR330,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030699,MtrunA17Chr5g0446351,Medtr5g095595,Mt0010_00934,Mtr.21842.1.S1_at,Medtr_v1_064703
MtrunA17_Chr5g0446361,MtNCR331,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030700,MtrunA17Chr5g0446361,Medtr5g095590,Mt0010_00935,,Medtr_v1_036309
MtrunA17_Chr4g0032681,MtNCR332,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030701,MtrunA17Chr4g0032681,#N/A,Mt0003_10661,Mtr.23164.1.S1_at,Medtr_v1_024592
MtrunA17_Chr4g0032641,MtNCR333,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030702,MtrunA17Chr4g0032641,Medtr4g065390,Mt0003_10658,Mtr.47538.1.S1_at,#N/A
MtrunA17_Chr5g0425901,MtNCR334,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030703,MtrunA17Chr5g0425901,#N/A,Mt0008_00492,,Medtr_v1_033701
MtrunA17_Chr4g0012211,MtNCR335,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030704,MtrunA17Chr4g0012211,#N/A,Mt0014_00519,,#N/A
MtrunA17_Chr3g0080311,MtNCR336,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030705,MtrunA17Chr3g0080311,#N/A,Mt0017_10230,,Medtr_v1_015244
MtrunA17_Chr7g0240351,MtNCR337,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030706,MtrunA17Chr7g0240351,Medtr7g065015,Mt0086_00058,Mtr.38955.1.S1_at,Medtr_v1_093545
MtrunA17_Chr5g0400281,MtNCR338,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030707,MtrunA17Chr5g0400281,#N/A,Mt0005_00450,,#N/A
MtrunA17_Chr7g0220061,MtNCR340,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030708,MtrunA17Chr7g0220061,Medtr7g016470,Mt0088_10047,,Medtr_v1_042222
MtrunA17_Chr6g0467551,MtNCR341,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030709,MtrunA17Chr6g0467551,#N/A,Mt0032_00104,,Medtr_v1_039185
MtrunA17_Chr6g1026567,MtNCR342,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030710,MtrunA17Chr6g1026567,Medtr6g453240,Mt0032_00325,,Medtr_v1_088021
MtrunA17_Chr6g0467511,MtNCR343,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030711,MtrunA17Chr6g0467511,Medtr6g044562,Mt0032_10087,Mtr.23229.1.S1_at,Medtr_v1_039177
MtrunA17_Chr6g0467581,MtNCR344,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030712,MtrunA17Chr6g0467581,#N/A,Mt0032_00108,,Medtr_v1_039186
MtrunA17_Chr6g0467571,MtNCR345,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030713,MtrunA17Chr6g0467571,Medtr6g044735,Mt0032_00106,,#N/A
MtrunA17_Chr1g0185451,MtNCR346a,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030714,MtrunA17Chr1g0185451,#N/A,Mt0004_00970,Mtr.22483.1.S1_at,Medtr_v1_060004
MtrunA17_Chr7g0228671,MtNCR348,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030715,MtrunA17Chr7g0228671,Medtr7g037690,Mt0080_00034,Mtr.11901.1.S1_at,Medtr_v1_043094
MtrunA17_Chr7g0233971,MtNCR349,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030716,MtrunA17Chr7g0233971,#N/A,Mt0022_10440,,Medtr_v1_043391
MtrunA17_Chr7g0233991,MtNCR350,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030717,MtrunA17Chr7g0233991,Medtr7g051330,Mt0022_10439,Mtr.3161.1.S1_x_at,Medtr_v1_043394
MtrunA17_Chr7g0240331,MtNCR351,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030718,MtrunA17Chr7g0240331,#N/A,Mt0086_00053,,Medtr_v1_065419
MtrunA17_Chr7g0249861,MtNCR352,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030719,MtrunA17Chr7g0249861,Medtr7g080850,Mt0011_00687,,Medtr_v1_044845
MtrunA17_Chr4g0007911,MtNCR354,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030720,MtrunA17Chr4g0007911,Medtr3g451540,Mt0097_00019,,#N/A
MtrunA17_Chr4g0029881,MtNCR355,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030721,MtrunA17Chr4g0029881,#N/A,Mt0003_00439,Mtr.26235.1.S1_at,Medtr_v1_024302
MtrunA17_Chr4g0005761,MtNCR357,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030722,MtrunA17Chr4g0005761,Medtr4g014790,Mt0045_00148,,Medtr_v1_022501
MtrunA17_Chr4g0014011,MtNCR358,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030723,MtrunA17Chr4g0014011,Medtr4g031900,Mt0014_00316,,Medtr_v1_023329
MtrunA17_Chr6g0481401,MtNCR359,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030724,MtrunA17Chr6g0481401,Medtr6g478110,Mt0052_00088,,Medtr_v1_100811
MtrunA17_Chr4g0031111,MtNCR360,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030725,MtrunA17Chr4g0031111,#N/A,Mt0003_00537,,Medtr_v1_062776
MtrunA17_Chr8g0371861,MtNCR361,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030726,MtrunA17Chr8g0371861,Medtr8g075755,Mt0020_10200,,Medtr_v1_050832
MtrunA17_Chr7g0217891,MtNCR362,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030727,MtrunA17Chr7g0217891,Medtr7g011480,Mt0021_00330,,Medtr_v1_042009
MtrunA17_Chr5g0424061,MtNCR363,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030728,MtrunA17Chr5g0424061,#N/A,Mt0008_10256,,#N/A
MtrunA17_Chr5g0430871,MtNCR365,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030729,MtrunA17Chr5g0430871,Medtr5g072070,Mt0008_10833,,Medtr_v1_034357
MtrunA17_Chr7g0233981,MtNCR369,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030730,MtrunA17Chr7g0233981,Medtr7g051320,Mt0022_00466,Mtr.10869.1.S1_x_at,Medtr_v1_043393
MtrunA17_Chr3g0099021,MtNCR370,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030731,MtrunA17Chr3g0099021,Medtr3g052100,Mt0049_00197,Mtr.36129.1.S1_at,Medtr_v1_016953
MtrunA17_Chr4g0012431,MtNCR371,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030732,MtrunA17Chr4g0012431,Medtr0959s0010,Mt0014_00483,,Medtr_v1_023112
MtrunA17_Chr7g0217201,MtNCR372,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030733,MtrunA17Chr7g0217201,Medtr7g010200,Mt0021_10249,Mtr.20525.1.S1_at,#N/A
MtrunA17_Chr5g0423451,MtNCR374,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030734,MtrunA17Chr5g0423451,Medtr5g056360,Mt0008_10198,Mtr.47952.1.S1_at,Medtr_v1_033230
MtrunA17_Chr1g0168921,MtNCR375,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030735,MtrunA17Chr1g0168921,Medtr1g046010,Mt0002_11634,,Medtr_v1_005625
MtrunA17_Chr5g0424421,MtNCR376,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030736,MtrunA17Chr5g0424421,#N/A,,,Medtr_v1_033417
MtrunA17_Chr5g0406731,MtNCR377,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030737,MtrunA17Chr5g0406731,Medtr5g023775,Mt0005_00936,,Medtr_v1_031011
MtrunA17_Chr5g0426751,MtNCR379,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030738,MtrunA17Chr5g0426751,#N/A,Mt0008_10517,,Medtr_v1_033795
MtrunA17_Chr1g0164471,MtNCR381,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030739,MtrunA17Chr1g0164471,#N/A,Mt0002_01321,,Medtr_v1_087570
MtrunA17_Chr5g0424321,MtNCR382,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030740,MtrunA17Chr5g0424321,Medtr5g459510,Mt0008_00334,,Medtr_v1_090187
MtrunA17_Chr5g0426831,MtNCR383,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030741,MtrunA17Chr5g0426831,#N/A,Mt0008_10518,,Medtr_v1_037629
MtrunA17_Chr5g0423651,MtNCR384,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030742,MtrunA17Chr5g0423651,#N/A,Mt0008_00248,,Medtr_v1_033258
MtrunA17_Chr5g0424371,MtNCR385,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030743,MtrunA17Chr5g0424371,Medtr5g059420,,,#N/A
MtrunA17_Chr7g0233891,MtNCR386,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030744,MtrunA17Chr7g0233891,Medtr7g051065,Mt0022_00478,,Medtr_v1_047660
MtrunA17_Chr7g0252671,MtNCR387,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030745,MtrunA17Chr7g0252671,Medtr7g084820,Mt0011_10487,Mtr.47900.1.S1_at,Medtr_v1_045159
MtrunA17_Chr7g0242331,MtNCR388,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030746,MtrunA17Chr7g0242331,Medtr7g068360,Mt0026_10083,,#N/A
MtrunA17_Chr3g0085051,MtNCR389,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030747,MtrunA17Chr3g0085051,#N/A,Mt0017_00639,,Medtr_v1_015678
MtrunA17_Chr1g0165381,MtNCR391,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030748,MtrunA17Chr1g0165381,Medtr1g039435,Mt0002_01376,Mtr.40807.1.S1_at,Medtr_v1_039131
MtrunA17_Chr1g0172371,MtNCR392,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030749,MtrunA17Chr1g0172371,#N/A,Mt0071_00033,Mtr.1063.1.S1_at,#N/A
MtrunA17_Chr1g0168261,MtNCR393,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030750,MtrunA17Chr1g0168261,Medtr1g044500,Mt0002_11568,,#N/A
MtrunA17_Chr1g0187291,MtNCR395,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030751,MtrunA17Chr1g0187291,#N/A,Mt0004_01102,Mtr.26876.1.S1_at,Medtr_v1_006215
MtrunA17_Chr2g0302371,MtNCR396,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030752,MtrunA17Chr2g0302371,#N/A,Mt0056_00036,Mtr.47860.1.S1_at,#N/A
MtrunA17_Chr2g0302361,MtNCR396,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030753,MtrunA17Chr2g0302361,Medtr2g045290,Mt0056_00037,Mtr.47860.1.S1_at,Medtr_v1_011423
MtrunA17_Chr2g0304181,MtNCR397,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030754,MtrunA17Chr2g0304181,Medtr2g050060,Mt0047_00185,,Medtr_v1_011592
MtrunA17_Chr2g0304581,MtNCR398,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030755,MtrunA17Chr2g0304581,Medtr2g450690,Mt0073_10070,,Medtr_v1_068684
MtrunA17_Chr2g0307891,MtNCR399,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030756,MtrunA17Chr2g0307891,Medtr2g059035,Mt0098_10025,Mtr.10003.1.S1_at,Medtr_v1_060939
MtrunA17_Chr2g0310711,MtNCR400,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030757,MtrunA17Chr2g0310711,#N/A,Mt0047_10204,,Medtr_v1_012081
MtrunA17_Chr2g0310691,MtNCR401,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030758,MtrunA17Chr2g0310691,#N/A,Mt0047_10203,,Medtr_v1_012079
MtrunA17_Chr7g0241111,MtNCR402,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030759,MtrunA17Chr7g0241111,Medtr7g066220,Mt0084_00084,,Medtr_v1_011885
MtrunA17_Chr2g0309661,MtNCR403,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030760,MtrunA17Chr2g0309661,Medtr2g063470,Mt0084_10066,,Medtr_v1_011907
MtrunA17_Chr3g0082601,MtNCR405,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030761,MtrunA17Chr3g0082601,Medtr3g014720,Mt0017_10410,,Medtr_v1_015414
MtrunA17_Chr3g0083111,MtNCR406,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030762,MtrunA17Chr3g0083111,Medtr3g015877,Mt0017_10469,,#N/A
MtrunA17_Chr3g0085001,MtNCR407,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030763,MtrunA17Chr3g0085001,Medtr3g020950,Mt0017_10649,,Medtr_v1_015669
MtrunA17_Chr3g0087531,MtNCR410,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030764,MtrunA17Chr3g0087531,Medtr3g027180,Mt0043_00112,Mtr.20610.1.S1_at,Medtr_v1_015938
MtrunA17_Chr3g0106311,MtNCR411,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030765,MtrunA17Chr3g0106311,Medtr3g031335,Mt0013_10245,,#N/A
MtrunA17_Chr3g0087001,MtNCR412,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030766,MtrunA17Chr3g0087001,Medtr3g026070,Mt0043_10064,,Medtr_v1_015898
MtrunA17_Chr3g0086761,MtNCR413,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030767,MtrunA17Chr3g0086761,#N/A,Mt0043_00049,,Medtr_v1_015847
MtrunA17_Chr3g0103511,MtNCR414,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030768,MtrunA17Chr3g0103511,Medtr3g061750,Mt0013_10465,,Medtr_v1_017287
MtrunA17_Chr3g0122801,MtNCR417,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030769,MtrunA17Chr3g0122801,Medtr3g085657,Mt0006_10234,,#N/A
MtrunA17_Chr3g0122141,MtNCR418,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030770,MtrunA17Chr3g0122141,Medtr3g084820,Mt0006_10270,Mtr.23804.1.S1_x_at,Medtr_v1_018465
MtrunA17_Chr3g0094191,MtNCR419,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030771,MtrunA17Chr3g0094191,Medtr3g436500,Mt0091_00076,,Medtr_v1_003694
MtrunA17_Chr4g0006271,MtNCR420,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030772,MtrunA17Chr4g0006271,Medtr4g015700,Mt0045_00111,,#N/A
MtrunA17_Chr4g0006291,MtNCR421,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030773,MtrunA17Chr4g0006291,Medtr4g015720,Mt0045_00108,,Medtr_v1_022574
MtrunA17_Chr7g0264681,MtNCR422,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030774,MtrunA17Chr7g0264681,Medtr7g102155,Mt0031_00203,,#N/A
MtrunA17_Chr4g0006341,MtNCR423,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030775,MtrunA17Chr4g0006341,Medtr4g015750,Mt0045_00102,,Medtr_v1_022577
MtrunA17_Chr7g0232691,MtNCR424,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030776,MtrunA17Chr7g0232691,Medtr7g446010,Mt0059_10168,Mtr.3242.1.S1_at,Medtr_v1_091316
MtrunA17_Chr4g0027871,MtNCR425,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030777,MtrunA17Chr4g0027871,Medtr4g057110,Mt0003_00262,,Medtr_v1_024150
MtrunA17_Chr4g0029651,MtNCR426,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030778,MtrunA17Chr4g0029651,#N/A,Mt0003_00425,,Medtr_v1_028824
MtrunA17_Chr7g0233011,MtNCR427,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030779,MtrunA17Chr7g0233011,Medtr7g450800,Mt0082_00090,,Medtr_v1_091907
MtrunA17_Chr4g0029641,MtNCR428,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030780,MtrunA17Chr4g0029641,Medtr4g060370,Mt0003_00422,,Medtr_v1_024276
MtrunA17_Chr4g0029411,MtNCR429,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030781,MtrunA17Chr4g0029411,Medtr4g059755,Mt0003_10389,,#N/A
MtrunA17_Chr5g0408671,MtNCR432,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030782,MtrunA17Chr5g0408671,#N/A,Mt0005_01057,,Medtr_v1_031214
MtrunA17_Chr5g0408681,MtNCR433,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030783,MtrunA17Chr5g0408681,#N/A,Mt0005_01058,,#N/A
MtrunA17_Chr5g0420371,MtNCR434,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030784,MtrunA17Chr5g0420371,Medtr5g047670,,,Medtr_v1_032896
MtrunA17_Chr5g0423821,MtNCR436,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030785,MtrunA17Chr5g0423821,Medtr5g057910,Mt0008_10236,,Medtr_v1_033315
MtrunA17_Chr5g0423681,MtNCR437,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030786,MtrunA17Chr5g0423681,Medtr5g056890,Mt0008_00258,,Medtr_v1_033264
MtrunA17_Chr5g0423591,MtNCR438,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030787,MtrunA17Chr5g0423591,Medtr5g056710,Mt0008_10208,,Medtr_v1_033253
MtrunA17_Chr5g0425491,MtNCR439,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030788,MtrunA17Chr5g0425491,Medtr5g062610,Mt0008_00451,,Medtr_v1_033623
MtrunA17_Chr5g0426111,MtNCR440,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030789,MtrunA17Chr5g0426111,Medtr5g063890,Mt0008_00514,,Medtr_v1_033725
MtrunA17_Chr8g0350151,MtNCR441,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030790,MtrunA17Chr8g0350151,Medtr8g032350,Mt0066_00123,,Medtr_v1_049194
MtrunA17_Chr5g0427831,MtNCR443,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030791,MtrunA17Chr5g0427831,Medtr5g066750,Mt0008_10603,Mtr.31951.1.S1_at,Medtr_v1_033946
MtrunA17_Chr5g0430751,MtNCR444,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030792,MtrunA17Chr5g0430751,Medtr5g071880,Mt0008_00873,,Medtr_v1_034341
MtrunA17_Chr5g0430941,MtNCR445,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030793,MtrunA17Chr5g0430941,Medtr5g072205,Mt0008_10837,,Medtr_v1_034369
MtrunA17_Chr5g0431111,MtNCR447,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030794,MtrunA17Chr5g0431111,Medtr5g072455,Mt0008_00899,Mtr.13313.1.S1_at,#N/A
MtrunA17_Chr5g0431141,MtNCR448,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030795,MtrunA17Chr5g0431141,Medtr5g072457,Mt0008_00900,,#N/A
MtrunA17_Chr6g0450351,MtNCR450,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030796,MtrunA17Chr6g0450351,#N/A,Mt0025_00062,,Medtr_v1_040886
MtrunA17_Chr7g0216411,MtNCR451,#N/A,Nodule-specific Cysteine-Rich peptide,PMID:28438996; PMID:29030797,MtrunA17Chr7g0216411,Medtr7g008970,Mt0021_10194,,Medtr_v1_041799
