locus_tag	ftype	length_bp	gene	EC_number	COG	product
WSM1022_05709	CDS	798				hypothetical protein
WSM1022_05710	CDS	930				hypothetical protein
WSM1022_05711	CDS	504	pucL		COG3195	Uric acid degradation bifunctional protein PucL
WSM1022_05712	CDS	513	allA_2	4.3.2.3	COG3194	Ureidoglycolate lyase
WSM1022_05713	CDS	363	pucM_1	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
WSM1022_05714	CDS	750	golD_4	1.1.1.6		NAD-dependent glycerol dehydrogenase
WSM1022_05715	CDS	933	pgrR_13			HTH-type transcriptional regulator PgrR
WSM1022_05716	CDS	702	todT_3			Response regulator protein TodT
WSM1022_05717	CDS	378	dctD_2			C4-dicarboxylate transport transcriptional regulatory protein DctD
WSM1022_05718	CDS	3690	sasA_10	2.7.-.-		Adaptive-response sensory-kinase SasA
WSM1022_05719	CDS	567				hypothetical protein
WSM1022_05720	CDS	954				hypothetical protein
WSM1022_05721	CDS	753				hypothetical protein
WSM1022_05722	CDS	426				hypothetical protein
WSM1022_05723	CDS	1032				hypothetical protein
WSM1022_05724	CDS	1206		1.6.-.-		NADH dehydrogenase-like protein
WSM1022_05725	CDS	831	cpo_5	1.11.1.10		Non-heme chloroperoxidase
WSM1022_05726	CDS	951	rhaR_8			HTH-type transcriptional activator RhaR
WSM1022_05727	CDS	720	pgiA_2	5.3.1.9		Glucose-6-phosphate isomerase
WSM1022_05728	CDS	969	rbsB_7		COG1879	Ribose import binding protein RbsB
WSM1022_05729	CDS	1515	mglA_8	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
WSM1022_05730	CDS	996	rbsC_20		COG1172	Ribose import permease protein RbsC
WSM1022_05731	CDS	1020	gatD	1.1.1.251	COG1063	Galactitol 1-phosphate 5-dehydrogenase
WSM1022_05732	CDS	1530	araB_3	2.7.1.16	COG1069	Ribulokinase
WSM1022_05733	CDS	981	deoR_2		COG2390	Deoxyribonucleoside regulator
WSM1022_05734	CDS	1137	lldD_4	1.1.-.-	COG1304	L-lactate dehydrogenase
WSM1022_05735	CDS	1317	guaD_1	3.5.4.3	COG0402	Guanine deaminase
WSM1022_05736	CDS	1233				hypothetical protein
WSM1022_05737	CDS	900	gcvA_11			Glycine cleavage system transcriptional activator
WSM1022_05738	CDS	204				hypothetical protein
WSM1022_05739	CDS	2337	xdhA_2	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
WSM1022_05740	CDS	1488				hypothetical protein
WSM1022_05741	CDS	777	bdhA	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
WSM1022_05742	CDS	1494	glpK	2.7.1.30		Glycerol kinase
WSM1022_05743	CDS	324	sdpR		COG0640	Transcriptional repressor SdpR
WSM1022_05744	CDS	420				hypothetical protein
WSM1022_05745	CDS	222				hypothetical protein
WSM1022_05746	CDS	468				hypothetical protein
WSM1022_05747	CDS	438				hypothetical protein
WSM1022_05748	CDS	1044	fgd	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
WSM1022_05749	CDS	750	map_2	3.4.11.18		Methionine aminopeptidase
WSM1022_05750	CDS	1122				hypothetical protein
WSM1022_05751	CDS	1293	sbmA		COG1133	Peptide antibiotic transporter SbmA
WSM1022_05752	CDS	1005				hypothetical protein
WSM1022_05753	CDS	585				hypothetical protein
WSM1022_05754	CDS	669				hypothetical protein
WSM1022_05755	CDS	1431	der		COG1160	GTPase Der
WSM1022_05756	CDS	456	cymR			HTH-type transcriptional regulator CymR
WSM1022_05757	CDS	1212	sfnC_2	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
WSM1022_05758	CDS	1404				hypothetical protein
WSM1022_05759	CDS	1464				hypothetical protein
WSM1022_05760	CDS	1383				hypothetical protein
WSM1022_05761	CDS	771				hypothetical protein
WSM1022_05762	CDS	486				hypothetical protein
WSM1022_05763	CDS	1134	cysG_2		COG0007	Siroheme synthase
WSM1022_05764	CDS	2658	nasA	1.7.-.-		Nitrate reductase
WSM1022_05765	CDS	339	hcaC			3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
WSM1022_05766	CDS	2463	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
WSM1022_05767	CDS	978	siaP_4		COG1638	Sialic acid-binding periplasmic protein SiaP
WSM1022_05768	CDS	513				hypothetical protein
WSM1022_05769	CDS	1314	siaM_4		COG1593	Sialic acid TRAP transporter large permease protein SiaM
WSM1022_05770	CDS	552				hypothetical protein
WSM1022_05771	CDS	1068	ccpA_5		COG1609	Catabolite control protein A
WSM1022_05772	CDS	747	artJ_2		COG0834	ABC transporter arginine-binding protein 1
WSM1022_05773	CDS	1650				hypothetical protein
WSM1022_05774	CDS	669				hypothetical protein
WSM1022_05775	CDS	3027	argD_3	2.6.1.17		Acetylornithine/succinyldiaminopimelate aminotransferase
WSM1022_05776	CDS	270	msiK	7.5.2.-	COG3839	Diacetylchitobiose uptake system ATP-binding protein MsiK
WSM1022_05777	CDS	942	malK_10	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
WSM1022_05778	CDS	1233	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
WSM1022_05779	CDS	852	lacF_8			Lactose transport system permease protein LacF
WSM1022_05780	CDS	138				hypothetical protein
WSM1022_05781	CDS	813	ngcG_7		COG0395	Diacetylchitobiose uptake system permease protein NgcG
WSM1022_05782	CDS	1713				hypothetical protein
WSM1022_05783	CDS	1035	ccpA_6		COG1609	Catabolite control protein A
WSM1022_05784	CDS	2007		3.2.1.23		Beta-galactosidase
WSM1022_05785	CDS	1005				hypothetical protein
WSM1022_05786	CDS	660		1.11.1.15	COG0450	Peroxiredoxin
WSM1022_05787	CDS	426				hypothetical protein
WSM1022_05788	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
WSM1022_05789	CDS	2361				hypothetical protein
WSM1022_05790	CDS	906	gtaB_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
WSM1022_05791	CDS	1047				hypothetical protein
WSM1022_05792	CDS	930				hypothetical protein
WSM1022_05793	CDS	993				hypothetical protein
WSM1022_05794	CDS	1212				hypothetical protein
WSM1022_05795	CDS	810	exoK	3.2.1.-		Endo-1,3-1,4-beta-glycanase ExoK
WSM1022_05796	CDS	1113				hypothetical protein
WSM1022_05797	CDS	258				hypothetical protein
WSM1022_05798	CDS	576				hypothetical protein
WSM1022_05799	CDS	1485				hypothetical protein
WSM1022_05800	CDS	960				hypothetical protein
WSM1022_05801	CDS	969	pssM	2.5.1.98		Exopolysaccharide glucosyl ketal-pyruvate-transferase
WSM1022_05802	CDS	1029				hypothetical protein
WSM1022_05803	CDS	297				hypothetical protein
WSM1022_05804	CDS	681	epsL_1	2.-.-.-	COG2148	putative sugar transferase EpsL
WSM1022_05805	CDS	1224				hypothetical protein
WSM1022_05806	CDS	1308				hypothetical protein
WSM1022_05807	CDS	1008	oatA_1	2.3.1.-		O-acetyltransferase OatA
WSM1022_05808	CDS	987	galE_4	5.1.3.2	COG1087	UDP-glucose 4-epimerase
WSM1022_05809	CDS	1815		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
WSM1022_05810	CDS	711	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
WSM1022_05811	CDS	357	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
WSM1022_05812	CDS	738	queE	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
WSM1022_05813	CDS	1821	yddA		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
WSM1022_05814	CDS	624				hypothetical protein
WSM1022_05815	CDS	252				hypothetical protein
WSM1022_05816	CDS	384				hypothetical protein
WSM1022_05817	CDS	2724				hypothetical protein
WSM1022_05818	CDS	1398	exsH_2	3.2.1.-		Endo-1,3-1,4-beta-glycanase ExsH
WSM1022_05819	CDS	990	rbsB_8		COG1879	Ribose import binding protein RbsB
WSM1022_05820	CDS	741	frcA_8	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
WSM1022_05821	CDS	999	rbsC_21		COG1172	Ribose import permease protein RbsC
WSM1022_05822	CDS	1251				hypothetical protein
WSM1022_05823	CDS	501				hypothetical protein
WSM1022_05824	CDS	1122	rip3		COG0517	Putative zinc metalloprotease Rip3
WSM1022_05825	CDS	1521	abfA	3.2.1.55		Intracellular exo-alpha-(1->5)-L-arabinofuranosidase
WSM1022_05826	CDS	1089	ugpC_13	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
WSM1022_05827	CDS	1269				hypothetical protein
WSM1022_05828	CDS	876	ycjO_3		COG1175	Inner membrane ABC transporter permease protein YcjO
WSM1022_05829	CDS	825	araQ_4		COG0395	L-arabinose transport system permease protein AraQ
WSM1022_05830	CDS	921				hypothetical protein
WSM1022_05831	CDS	1191	ampC	3.5.2.6		Beta-lactamase
WSM1022_05832	CDS	300				hypothetical protein
WSM1022_05833	CDS	1050	exuR		COG1609	putative HTH-type transcriptional repressor ExuR
WSM1022_05834	CDS	1029	apsD_4	1.1.1.-		D-apiose dehydrogenase
WSM1022_05835	CDS	903				hypothetical protein
WSM1022_05836	CDS	1233	cycB_2		COG2182	Cyclodextrin-binding protein
WSM1022_05837	CDS	903	melD_6		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
WSM1022_05838	CDS	828	dasC_6		COG0395	Diacetylchitobiose uptake system permease protein DasC
WSM1022_05839	CDS	1152	sugC_4	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
WSM1022_05840	CDS	735	nanR_7		COG2186	HTH-type transcriptional repressor NanR
WSM1022_05841	CDS	969	yjfF			Inner membrane ABC transporter permease protein YjfF
WSM1022_05842	CDS	1026	ytfT			Inner membrane ABC transporter permease protein YtfT
WSM1022_05843	CDS	1518	fruK	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
WSM1022_05844	CDS	963	ytfQ_1			ABC transporter periplasmic-binding protein YtfQ
WSM1022_05845	CDS	1047	gshB_2	6.3.2.3	COG0189	Glutathione synthetase
WSM1022_05846	CDS	1887				hypothetical protein
WSM1022_05847	CDS	858				hypothetical protein
WSM1022_05848	CDS	213				hypothetical protein
WSM1022_05849	CDS	633				hypothetical protein
WSM1022_05850	CDS	1092	mshA_8	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
WSM1022_05851	CDS	447	yqaA		COG1238	Inner membrane protein YqaA
WSM1022_05852	CDS	444	hmrR_2			HTH-type transcriptional regulator HmrR
WSM1022_05853	CDS	2481	actP_2	7.2.2.9		Copper-transporting P-type ATPase
WSM1022_05854	CDS	222				hypothetical protein
WSM1022_05855	CDS	324				hypothetical protein
WSM1022_05856	CDS	366				hypothetical protein
WSM1022_05857	CDS	1206				hypothetical protein
WSM1022_05858	CDS	984				hypothetical protein
WSM1022_05859	CDS	1002				hypothetical protein
WSM1022_05860	CDS	627				hypothetical protein
WSM1022_05861	CDS	2037	stcD_2	1.-.-.-		putative N-methylproline demethylase
WSM1022_05862	CDS	600				hypothetical protein
WSM1022_05863	CDS	273				hypothetical protein
WSM1022_05864	CDS	315	groS5			10 kDa chaperonin 5
WSM1022_05865	CDS	1629	groL5_2			60 kDa chaperonin 5
WSM1022_05866	CDS	747				hypothetical protein
WSM1022_05867	CDS	537				hypothetical protein
WSM1022_05868	CDS	552				hypothetical protein
WSM1022_05869	CDS	699	ompR_4			Transcriptional regulatory protein OmpR
WSM1022_05870	CDS	1263	rstB	2.7.13.3		Sensor protein RstB
WSM1022_05871	CDS	891	rhaR_9			HTH-type transcriptional activator RhaR
WSM1022_05872	CDS	624	paoA_4	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
WSM1022_05873	CDS	978	paoB_4	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
WSM1022_05874	CDS	2226	paoC_4	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
WSM1022_05875	CDS	1782	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
WSM1022_05876	CDS	594				hypothetical protein
WSM1022_05877	CDS	315				hypothetical protein
WSM1022_05878	CDS	588				hypothetical protein
WSM1022_05879	CDS	1215				hypothetical protein
WSM1022_05880	CDS	912		2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase
WSM1022_05881	CDS	6861				hypothetical protein
WSM1022_05882	CDS	1152				hypothetical protein
WSM1022_05883	CDS	783	btsR		COG3279	Transcriptional regulatory protein BtsR
WSM1022_05884	CDS	399				hypothetical protein
WSM1022_05885	CDS	3339				hypothetical protein
WSM1022_05886	CDS	2043				hypothetical protein
WSM1022_05887	CDS	1164	btuD_14	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
WSM1022_05888	CDS	1023			COG1840	putative protein
WSM1022_05889	CDS	1458	phnY	1.2.1.-		Phosphonoacetaldehyde dehydrogenase
WSM1022_05890	CDS	1275	phnA	3.11.1.2		Phosphonoacetate hydrolase
WSM1022_05891	CDS	1197	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
WSM1022_05892	CDS	1671				hypothetical protein
WSM1022_05893	CDS	870	cmpR_2			HTH-type transcriptional activator CmpR
WSM1022_05894	CDS	2478	abo_4	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
WSM1022_05895	CDS	837	glpR_5		COG1349	Glycerol-3-phosphate regulon repressor
WSM1022_05896	CDS	993	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
WSM1022_05897	CDS	1038				hypothetical protein
WSM1022_05898	CDS	1776	xsc	2.3.3.15	COG0028	Sulfoacetaldehyde acetyltransferase
WSM1022_05899	CDS	1401	puuB_6	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
WSM1022_05900	CDS	387				hypothetical protein
WSM1022_05901	CDS	828	ssuC_4		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
WSM1022_05902	CDS	813	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
WSM1022_05903	CDS	1020	tauA		COG4521	Taurine-binding periplasmic protein
WSM1022_05904	CDS	1476	tauR		COG1167	HTH-type transcriptional regulator TauR
WSM1022_05905	CDS	936	rhaS_6			HTH-type transcriptional activator RhaS
WSM1022_05906	CDS	744				hypothetical protein
WSM1022_05907	CDS	885	fabG_18	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
WSM1022_05908	CDS	522				hypothetical protein
WSM1022_05909	CDS	246				hypothetical protein
WSM1022_05910	CDS	594				hypothetical protein
WSM1022_05911	CDS	375				hypothetical protein
WSM1022_05912	CDS	891	rbsB_9		COG1879	Ribose import binding protein RbsB
WSM1022_05913	CDS	1512	rbsA_13	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
WSM1022_05914	CDS	963	rbsC_22		COG1172	Ribose import permease protein RbsC
WSM1022_05915	CDS	942		2.7.1.101	COG0524	Tagatose kinase
WSM1022_05916	CDS	1281		5.1.3.40	COG4573	D-tagatose 6-phosphate 4-epimerase
WSM1022_05917	CDS	1092	rbsR		COG1609	Ribose operon repressor
WSM1022_05918	CDS	372				hypothetical protein
WSM1022_05919	CDS	2523				hypothetical protein
WSM1022_05920	CDS	1074				hypothetical protein
WSM1022_05921	CDS	984	ctaC_3	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
WSM1022_05922	CDS	1125				hypothetical protein
WSM1022_05923	CDS	582				hypothetical protein
WSM1022_05924	CDS	453				hypothetical protein
WSM1022_05925	CDS	1554				hypothetical protein
WSM1022_05926	CDS	987				hypothetical protein
WSM1022_05927	CDS	441				hypothetical protein
WSM1022_05928	CDS	501				hypothetical protein
WSM1022_05929	CDS	459				hypothetical protein
WSM1022_05930	CDS	492	ycaC_3	4.-.-.-	COG1335	putative hydrolase YcaC
WSM1022_05931	CDS	519				hypothetical protein
WSM1022_05932	CDS	993				hypothetical protein
WSM1022_05933	CDS	1020	afr_2	1.1.1.292		1,5-anhydro-D-fructose reductase
WSM1022_05934	CDS	1410	uxaC	5.3.1.12	COG1904	Uronate isomerase
WSM1022_05935	CDS	978			COG1638	Solute-binding protein
WSM1022_05936	CDS	561				hypothetical protein
WSM1022_05937	CDS	1284	dctM_6		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
WSM1022_05938	CDS	750	lutR_10		COG2186	HTH-type transcriptional regulator LutR
WSM1022_05939	CDS	849	kduI	5.3.1.17		4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
WSM1022_05940	CDS	765	kduD_4	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
WSM1022_05941	CDS	339				hypothetical protein
WSM1022_05942	CDS	1113	cytR_6		COG1609	HTH-type transcriptional repressor CytR
WSM1022_05943	CDS	984	ytfQ_2			ABC transporter periplasmic-binding protein YtfQ
WSM1022_05944	CDS	1494	rbsA_14	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
WSM1022_05945	CDS	1005	rbsC_23		COG1172	Ribose import permease protein RbsC
WSM1022_05946	CDS	993	rbsC_24		COG1172	Ribose import permease protein RbsC
WSM1022_05947	CDS	849				hypothetical protein
WSM1022_05948	CDS	2283	paoC_5	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
WSM1022_05949	CDS	987	paoB_5	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
WSM1022_05950	CDS	663	paoA_5	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
WSM1022_05951	CDS	885	rhaS_7			HTH-type transcriptional activator RhaS
WSM1022_05952	CDS	1080			COG0628	Putative transport protein
WSM1022_05953	CDS	744				hypothetical protein
WSM1022_05954	CDS	360				hypothetical protein
WSM1022_05955	CDS	498				hypothetical protein
WSM1022_05956	CDS	288				hypothetical protein
WSM1022_05957	CDS	210				hypothetical protein
WSM1022_05958	CDS	171				hypothetical protein
WSM1022_05959	CDS	819				hypothetical protein
WSM1022_05960	CDS	828	rfbD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
WSM1022_05961	CDS	1071	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
WSM1022_05962	CDS	564	rfbC_2	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
WSM1022_05963	CDS	882	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
WSM1022_05964	CDS	1092				hypothetical protein
WSM1022_05965	CDS	1173				hypothetical protein
WSM1022_05966	CDS	1179				hypothetical protein
WSM1022_05967	CDS	2415	mshA_9	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
WSM1022_05968	CDS	1428				hypothetical protein
WSM1022_05969	CDS	1254	mshA_10	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
WSM1022_05970	CDS	573				hypothetical protein
WSM1022_05971	CDS	1770	prsD_3			Type I secretion system ATP-binding protein PrsD
WSM1022_05972	CDS	1422	prsE_4			Type I secretion system membrane fusion protein PrsE
WSM1022_05973	CDS	660				hypothetical protein
WSM1022_05974	CDS	2250				hypothetical protein
WSM1022_05975	CDS	846				putative protein
WSM1022_05976	CDS	1257		2.4.1.11	COG0438	Glycogen synthase
WSM1022_05977	CDS	705				hypothetical protein
WSM1022_05978	CDS	2217				hypothetical protein
WSM1022_05979	CDS	1323	mshA_11	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
WSM1022_05980	CDS	978				hypothetical protein
WSM1022_05981	CDS	813	dppA_9		COG0747	Periplasmic dipeptide transport protein
WSM1022_05982	CDS	675	gph_4	3.1.3.18		Phosphoglycolate phosphatase
WSM1022_05983	CDS	660	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
WSM1022_05984	CDS	381				hypothetical protein
WSM1022_05985	CDS	1731	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
WSM1022_05986	CDS	672	basR			Transcriptional regulatory protein BasR
WSM1022_05987	CDS	1350				hypothetical protein
WSM1022_05988	CDS	705	cecR		COG1309	HTH-type transcriptional dual regulator CecR
WSM1022_05989	CDS	1005				hypothetical protein
WSM1022_05990	CDS	1749	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
WSM1022_05991	CDS	1155	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
WSM1022_05992	CDS	1113	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
WSM1022_05993	CDS	603	mhqD_2	3.1.-.-	COG0400	Putative hydrolase MhqD
WSM1022_05994	CDS	933	mhqE	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqE
WSM1022_05995	CDS	1821	dctB_2	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
WSM1022_05996	CDS	1344	dctD_3			C4-dicarboxylate transport transcriptional regulatory protein DctD
WSM1022_05997	CDS	1602	yejF_3		COG4172	putative ABC transporter ATP-binding protein YejF
WSM1022_05998	CDS	1131				hypothetical protein
WSM1022_05999	CDS	924	oppB		COG0601	Oligopeptide transport system permease protein OppB
WSM1022_06000	CDS	1599	oppA		COG4166	Periplasmic oligopeptide-binding protein
WSM1022_06001	CDS	1044	fbaA	4.1.2.13		Fructose-bisphosphate aldolase class 2
WSM1022_06002	CDS	1794	hepA		COG1132	Heterocyst differentiation ATP-binding protein HepA
WSM1022_06003	CDS	963				hypothetical protein
WSM1022_06004	CDS	1104	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
WSM1022_06005	CDS	1134	oatA_2	2.3.1.-		O-acetyltransferase OatA
WSM1022_06006	CDS	831				hypothetical protein
WSM1022_06007	CDS	1269	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
WSM1022_06008	CDS	1476	gabD_3	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
WSM1022_06009	CDS	1179	ackA	2.7.2.1	COG0282	Acetate kinase
WSM1022_06010	CDS	1890	htpG		COG0326	Chaperone protein HtpG
WSM1022_06011	CDS	1185	uctC	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
WSM1022_06012	CDS	1188	acdA_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
WSM1022_06013	CDS	954				hypothetical protein
WSM1022_06014	CDS	1128	dauA_2	1.4.99.6		FAD-dependent catabolic D-arginine dehydrogenase DauA
WSM1022_06015	CDS	1254	mtgB_5	2.1.1.-	COG5598	Glycine betaine methyltransferase
WSM1022_06016	CDS	840	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
WSM1022_06017	CDS	906	phnD2		COG3221	putative ABC transporter phosphonate/phosphite binding protein PhnD2
WSM1022_06018	CDS	963				hypothetical protein
WSM1022_06019	CDS	1518				hypothetical protein
WSM1022_06020	CDS	708				hypothetical protein
WSM1022_06021	CDS	1140	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
WSM1022_06022	CDS	588	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
WSM1022_06023	CDS	372				hypothetical protein
